epoch,train_loss,val_loss,accuracy,precision_macro,recall_macro,f1_macro,epoch_time_sec,model
10,0.015245395227724346,0.011828896289064325,0.9940999537251273,0.9898865342447812,0.99648350577146,0.9931504984297577,211.67683506011963,Squeezenet
1,0.7016222746412322,0.21711228575173047,0.8972697825080981,0.7500917047677177,0.930694754502367,0.8212068264911775,1102.9151179790497,Swin_Tiny
2,0.19018646286275964,0.03467213873842396,0.9898773715872281,0.982225443102582,0.9923881321116053,0.9872240397470537,1089.6452856063843,Swin_Tiny
3,0.08323499464116736,0.07225202697543415,0.9506594169366034,0.8990132708761434,0.9798498807829129,0.9349908414853857,1087.5569067001343,Swin_Tiny
4,0.06319357969379996,0.1053623412113011,0.9332484960666358,0.8712406980898569,0.9628337117184081,0.9079060031426996,1086.649950504303,Swin_Tiny
5,0.046212264065158284,0.01141826544919509,0.9940421101341971,0.9855948028919329,0.9975759929108323,0.9914820776629092,1088.6625871658325,Swin_Tiny
6,0.0076730046496435445,0.0016973074468732354,0.9991901897269783,0.9981366870659694,0.9996669584464348,0.9989001931165348,1091.187097787857,Swin_Tiny
7,0.002481861521781174,0.0010068904329431324,0.9995950948634891,0.9993396344793292,0.9997233249925581,0.999531377485837,1087.8487515449524,Swin_Tiny
8,0.002104684671695036,0.001304514265539247,0.9989009717723276,0.9976085134571122,0.9996476783859961,0.9986250425794649,1091.2418172359467,Swin_Tiny
9,0.0022035162962970646,0.0010402008510400128,0.999537251272559,0.9983635281074756,0.9997782179034886,0.9990685250010042,1091.0956149101257,Swin_Tiny
10,0.002357021353321793,0.0003091115361469057,0.9997107820453494,0.99921364081207,0.9999072837857885,0.9995601165780863,1088.1519289016724,Swin_Tiny
1,1.1331207795641107,0.7537864914706105,0.7202683942619158,0.549210738520022,0.6764003845204177,0.5660031902917477,2645.7172725200653,ViT
2,0.5402065201233823,0.29248666060482503,0.8557380842202684,0.6776380514272401,0.9099973791174681,0.7600401654252849,2654.8343148231506,ViT
3,0.26770079867538366,0.1748074582850751,0.924109208699676,0.8434051894000274,0.9394469488067271,0.8849583866455022,2654.3236894607544,ViT
4,0.14915322826375751,0.1032730471834106,0.9357936140675613,0.8988961089536702,0.9663872325657126,0.9273076616430581,2659.587776184082,ViT
5,0.08696041286481675,0.06977428062766151,0.9734497917630727,0.9377802100424434,0.9727109729379044,0.9533251182350491,2659.5728754997253,ViT
6,0.013755006254449536,0.0188675786482843,0.9943891716797779,0.9880271559683065,0.9952847373278764,0.991628591764069,2653.0881378650665,ViT
7,0.0020980461874627924,0.02357146444961881,0.995835261453031,0.9917559971453438,0.9917643877310743,0.9917600555623407,2662.2943835258484,ViT
8,0.0009720041876898419,0.029633094632057887,0.9908607126330402,0.9787582208218691,0.9923928901360798,0.9854371177759313,2656.1608970165253,ViT
9,0.00202229791535003,0.02028154411064969,0.996298010180472,0.9926601115005295,0.9921254267430744,0.9923921912064401,2658.795790195465,ViT
10,0.0013521843281201443,0.017301648856052287,0.9959509486348913,0.9885388931134734,0.9956693303112807,0.9920651056085473,2664.9284818172455,ViT
